"Date","Sale","Is Marketplace","Total (USD)","Refunds (USD)","Tax (USD)","Platform Fee (USD)","Net Total (USD)"
"2024-11-16 12:56:11","Order #84725363","No","0","0","0","0","0"
"2024-11-16 14:03:55","Order #84725364","No","0","0","0","0","0"
"2024-11-16 14:54:47","Order #84725365","No","0","0","0","0","0"
"2024-11-16 15:53:29","Order #84725366","No","0","0","0","0","0"
"2024-11-16 18:15:15","Order #84725367","No","0","0","0","0","0"
"2024-11-16 18:22:28","Order #84725368","No","0","0","0","0","0"
"2024-11-17 06:02:55","Order #84725369","No","0","0","0","0","0"
"2024-11-17 18:49:19","Order #84725370","No","0","0","0","0","0"
"2024-11-17 20:33:13","Order #84725371","No","0","0","0","0","0"
"2024-11-18 01:47:46","Order #84725372","No","0","0","0","0","0"
"2024-11-18 09:39:33","Order #84725373","No","0","0","0","0","0"
"2024-11-18 12:42:31","Order #84725374","No","0","0","0","0","0"
"2024-11-18 19:40:10","Order #84725375","No","0","0","0","0","0"
"2024-11-18 21:26:44","Order #84725376","No","0","0","0","0","0"
"2024-11-19 13:53:34","Order #84725377","No","0","0","0","0","0"
"2024-11-19 15:20:52","Order #84725378","No","0","0","0","0","0"
"2024-11-19 18:13:21","Order #84725379","No","0","0","0","0","0"
"2024-11-20 06:25:32","Order #84725380","No","0","0","0","0","0"
"2024-11-20 07:59:40","Order #84725381","No","0","0","0","0","0"
"2024-11-20 11:14:47","Order #84725382","No","0","0","0","0","0"
"2024-11-20 11:42:15","Order #84725383","No","0","0","0","0","0"
"2024-11-20 14:31:06","Order #84725384","No","0","0","0","0","0"
"2024-11-20 14:47:13","Order #84725385","No","0","0","0","0","0"
"2024-11-20 15:15:43","Order #84725386","No","0","0","0","0","0"
"2024-11-20 18:40:22","Order #84725387","No","0","0","0","0","0"
"2024-11-20 19:11:39","Order #84725388","No","0","0","0","0","0"
"2024-11-21 01:00:22","Order #84725389","No","0","0","0","0","0"
"2024-11-21 05:54:33","Order #84725390","No","0","0","0","0","0"
"2024-11-21 05:58:35","Order #84725391","No","0","0","0","0","0"
"2024-11-21 06:00:33","Order #84725392","No","0","0","0","0","0"
"2024-11-21 06:01:38","Order #84725393","No","0","0","0","0","0"
"2024-11-21 21:26:15","Order #84725394","No","0","0","0","0","0"
"2024-11-21 23:41:03","Order #84725395","No","0","0","0","0","0"
"2024-11-22 00:48:18","Order #84725396","No","0","0","0","0","0"
"2024-11-22 11:39:39","Order #84725397","No","0","0","0","0","0"
"2024-11-24 10:26:17","Order #84725398","No","0","0","0","0","0"
"2024-11-24 14:24:22","Order #84725399","No","0","0","0","0","0"
"2024-11-24 14:47:31","Order #84725400","No","0","0","0","0","0"
"2024-11-24 15:19:16","Order #84725401","No","0","0","0","0","0"
"2024-11-24 17:58:25","Order #84725402","No","0","0","0","0","0"
"2024-11-24 22:17:19","Order #84725403","No","0","0","0","0","0"
"2024-11-25 00:52:27","Order #84725404","No","0","0","0","0","0"
"2024-11-25 08:29:41","Order #84725405","No","0","0","0","0","0"
"2024-11-26 10:10:20","Order #84725406","No","0","0","0","0","0"
"2024-11-26 12:07:39","Order #84725407","No","0","0","0","0","0"
"2024-11-26 13:37:48","Order #84725408","No","0","0","0","0","0"
"2024-11-26 13:41:27","Order #84725409","No","0","0","0","0","0"
"2024-11-26 20:05:39","Order #84725410","No","0","0","0","0","0"
"2024-11-26 21:19:04","Order #84725411","No","0","0","0","0","0"
"2024-11-26 21:20:25","Order #84725412","No","0","0","0","0","0"
"2024-11-26 21:21:13","Order #84725413","No","0","0","0","0","0"
"2024-11-27 04:28:22","Order #84725414","No","0","0","0","0","0"
"2024-11-27 05:44:13","Order #84725415","No","0","0","0","0","0"
"2024-11-27 09:27:30","Order #84725416","No","0","0","0","0","0"
"2024-11-27 11:39:25","Order #84725417","No","0","0","0","0","0"
"2024-11-27 16:14:53","Order #84725418","No","0","0","0","0","0"
"2024-11-27 20:25:52","Order #84725419","No","0","0","0","0","0"
"2024-11-28 00:41:05","Order #84725420","No","0","0","0","0","0"
"2024-11-28 09:14:07","Order #84725421","No","0","0","0","0","0"
"2024-11-28 19:22:52","Order #84725422","No","0","0","0","0","0"
"2024-11-29 07:36:44","Order #84725423","No","0","0","0","0","0"
"2024-11-29 11:14:56","Order #84725424","No","0","0","0","0","0"
"2024-11-29 11:48:16","Order #84725425","No","0","0","0","0","0"
"2024-11-29 13:24:08","Order #84725426","No","0","0","0","0","0"
"2024-11-29 15:16:37","Order #84725427","No","0","0","0","0","0"
"2024-11-29 23:30:54","Order #84725428","No","0","0","0","0","0"
"2024-11-30 06:25:19","Order #84725429","No","0","0","0","0","0"
"2024-11-30 18:29:11","Order #84725430","No","0","0","0","0","0"
"2024-12-01 03:39:05","Order #84725431","No","0","0","0","0","0"
"2024-12-01 22:47:22","Order #84725432","No","0","0","0","0","0"
"2024-12-02 05:11:11","Order #84725433","No","0","0","0","0","0"
"2024-12-02 08:07:24","Order #84725434","No","0","0","0","0","0"
"2024-12-02 21:37:05","Order #84725435","No","0","0","0","0","0"
"2024-12-02 22:23:32","Order #84725436","No","0","0","0","0","0"
"2024-12-03 10:22:10","Order #84725437","No","0","0","0","0","0"
"2024-12-03 12:03:32","Order #84725438","No","0","0","0","0","0"
"2024-12-03 13:15:17","Order #84725439","No","0","0","0","0","0"
"2024-12-03 16:36:37","Order #84725440","No","0","0","0","0","0"
"2024-12-04 20:47:01","Order #84725441","No","0","0","0","0","0"
"2024-12-05 09:55:50","Order #84725442","No","0","0","0","0","0"
"2024-12-05 15:38:10","Order #84725443","No","0","0","0","0","0"
"2024-12-05 16:35:12","Order #84725444","No","0","0","0","0","0"
"2024-12-06 04:20:44","Order #84725445","No","0","0","0","0","0"
"2024-12-06 13:54:09","Order #84725446","No","0","0","0","0","0"
"2024-12-06 14:22:30","Order #84725447","No","0","0","0","0","0"
"2024-12-07 15:56:28","Order #84725448","No","0","0","0","0","0"
"2024-12-07 16:24:04","Order #84725449","No","0","0","0","0","0"
"2024-12-07 17:09:23","Order #84725450","No","0","0","0","0","0"
"2024-12-07 17:23:17","Order #84725451","No","0","0","0","0","0"
"2024-12-07 17:27:05","Order #84725452","No","0","0","0","0","0"
"2024-12-07 18:12:44","Order #84725453","No","0","0","0","0","0"
"2024-12-07 19:45:29","Order #84725454","No","0","0","0","0","0"
"2024-12-07 19:45:38","Order #84725455","No","0","0","0","0","0"
"2024-12-07 20:18:38","Order #84725456","No","0","0","0","0","0"
"2024-12-07 20:20:17","Order #84725457","No","0","0","0","0","0"
"2024-12-08 02:04:02","Order #84725458","No","0","0","0","0","0"
"2024-12-08 03:07:16","Order #84725459","No","0","0","0","0","0"
"2024-12-08 04:36:52","Order #84725460","No","0","0","0","0","0"
"2024-12-08 05:13:12","Order #84725461","No","0","0","0","0","0"
"2024-12-08 06:18:05","Order #84725462","No","0","0","0","0","0"
"2024-12-08 06:59:05","Order #84725463","No","0","0","0","0","0"
"2024-12-08 09:02:45","Order #84725464","No","0","0","0","0","0"
"2024-12-08 10:30:05","Order #84725465","No","0","0","0","0","0"
"2024-12-08 10:56:09","Order #84725466","No","0","0","0","0","0"
"2024-12-08 11:48:18","Order #84725467","No","0","0","0","0","0"
"2024-12-08 18:59:16","Order #84725468","No","0","0","0","0","0"
"2024-12-08 23:47:00","Order #84725469","No","0","0","0","0","0"
"2024-12-09 00:21:47","Order #84725470","No","0","0","0","0","0"
"2024-12-09 04:05:23","Order #84725471","No","0","0","0","0","0"
"2024-12-09 06:26:31","Order #84725472","No","0","0","0","0","0"
"2024-12-09 08:29:18","Order #84725473","No","0","0","0","0","0"
"2024-12-09 09:28:53","Order #84725474","No","0","0","0","0","0"
"2024-12-09 17:54:16","Order #84725475","No","0","0","0","0","0"
"2024-12-09 19:49:31","Order #84725476","No","0","0","0","0","0"
"2024-12-10 07:00:13","Order #84725477","No","0","0","0","0","0"
"2024-12-10 14:06:08","Order #84725478","No","0","0","0","0","0"
"2024-12-11 02:08:58","Order #84725479","No","0","0","0","0","0"
"2024-12-11 23:54:09","Order #84725480","No","0","0","0","0","0"
"2024-12-12 01:54:11","Order #84725481","No","0","0","0","0","0"
"2024-12-12 04:44:04","Order #84725482","No","0","0","0","0","0"
"2024-12-12 07:13:21","Order #84725483","No","0","0","0","0","0"
"2024-12-13 10:48:43","Order #84725484","No","0","0","0","0","0"
"2024-12-13 22:46:02","Order #84725485","No","0","0","0","0","0"
"2024-12-14 04:58:25","Order #84725486","No","0","0","0","0","0"
"2024-12-15 21:02:05","Order #84725487","No","0","0","0","0","0"
"2024-12-16 03:02:06","Order #84725488","No","0","0","0","0","0"
"2024-12-16 06:06:12","Order #84725489","No","0","0","0","0","0"
"2024-12-16 16:56:25","Order #84725490","No","0","0","0","0","0"
"2024-12-16 17:55:19","Order #84725491","No","0","0","0","0","0"
"2024-12-17 13:02:31","Order #84725492","No","0","0","0","0","0"
"2024-12-17 13:23:23","Order #84725493","No","0","0","0","0","0"
"2024-12-17 15:32:11","Order #84725494","No","0","0","0","0","0"
"2024-12-18 02:52:50","Order #84725495","No","0","0","0","0","0"
"2024-12-18 05:32:05","Order #84725496","No","0","0","0","0","0"
"2024-12-18 08:39:52","Order #84725497","No","0","0","0","0","0"
"2024-12-18 10:03:32","Order #84725498","No","0","0","0","0","0"
"2024-12-18 12:20:02","Order #84725499","No","0","0","0","0","0"
"2024-12-19 02:06:31","Order #84725500","No","0","0","0","0","0"
"2024-12-19 03:00:31","Order #84725501","No","0","0","0","0","0"
"2024-12-19 08:51:30","Order #84725502","No","0","0","0","0","0"
"2024-12-19 10:44:10","Order #84725503","No","0","0","0","0","0"
"2024-12-19 13:21:07","Order #84725504","No","0","0","0","0","0"
"2024-12-19 17:06:15","Order #84725505","No","0","0","0","0","0"
"2024-12-19 18:25:09","Order #84725506","No","0","0","0","0","0"
"2024-12-19 19:40:29","Order #84725507","No","0","0","0","0","0"
"2024-12-20 02:16:46","Order #84725508","No","0","0","0","0","0"
"2024-12-20 04:53:55","Order #84725509","No","0","0","0","0","0"
"2024-12-20 05:43:29","Order #84725510","No","0","0","0","0","0"
"2024-12-20 14:48:27","Order #84725511","No","0","0","0","0","0"
"2024-12-20 19:38:12","Order #84725512","No","0","0","0","0","0"
"2024-12-21 14:30:49","Order #84725513","No","0","0","0","0","0"
"2024-12-22 07:40:56","Order #84725514","No","0","0","0","0","0"
"2024-12-22 11:32:44","Order #84725515","No","0","0","0","0","0"
"2024-12-22 16:21:40","Order #84725516","No","0","0","0","0","0"
"2024-12-22 17:06:41","Order #84725517","No","0","0","0","0","0"
"2024-12-22 23:03:54","Order #84725518","No","0","0","0","0","0"
"2024-12-23 08:12:23","Order #84725519","No","0","0","0","0","0"
"2024-12-23 09:37:49","Order #84725520","No","0","0","0","0","0"
"2024-12-23 11:30:04","Order #84725521","No","0","0","0","0","0"
"2024-12-23 18:01:02","Order #84725522","No","0","0","0","0","0"
"2024-12-24 11:00:42","Order #84725523","No","0","0","0","0","0"
"2024-12-24 22:14:15","Order #84725524","No","0","0","0","0","0"
"2024-12-25 07:42:25","Order #84725525","No","0","0","0","0","0"
"2024-12-25 14:14:21","Order #84725526","No","0","0","0","0","0"
"2024-12-25 19:15:39","Order #84725527","No","0","0","0","0","0"
"2024-12-26 12:14:34","Order #84725528","No","0","0","0","0","0"
"2024-12-27 02:56:55","Order #84725529","No","0","0","0","0","0"
"2024-12-27 11:55:57","Order #84725530","No","0","0","0","0","0"
"2024-12-28 15:14:14","Order #84725531","No","0","0","0","0","0"
"2024-12-28 18:17:45","Order #84725532","No","0","0","0","0","0"
"2024-12-30 04:29:02","Order #84725533","No","0","0","0","0","0"
"2024-12-30 18:47:59","Order #84725534","No","0","0","0","0","0"
"2024-12-30 22:33:59","Order #84725535","No","0","0","0","0","0"
"2024-12-30 22:35:40","Order #84725536","No","0","0","0","0","0"
"2024-12-31 07:12:09","Order #84725537","No","0","0","0","0","0"
"2025-01-01 14:05:12","Order #84725538","No","0","0","0","0","0"
"2025-01-02 12:33:01","Order #84725539","No","0","0","0","0","0"
"2025-01-02 13:22:03","Order #84725540","No","0","0","0","0","0"
"2025-01-02 20:24:07","Order #84725541","No","0","0","0","0","0"
"2025-01-03 07:11:13","Order #84725542","No","0","0","0","0","0"
"2025-01-03 18:44:16","Order #84725543","No","0","0","0","0","0"
"2025-01-03 22:23:37","Order #84725544","No","0","0","0","0","0"
"2025-01-06 05:03:26","Order #84725545","No","0","0","0","0","0"
"2025-01-06 14:52:14","Order #84725546","No","0","0","0","0","0"
"2025-01-07 05:49:50","Order #84725547","No","0","0","0","0","0"
"2025-01-07 14:16:02","Order #84725548","No","0","0","0","0","0"
"2025-01-07 17:58:15","Order #84725549","No","0","0","0","0","0"
"2025-01-08 04:37:30","Order #84725550","No","0","0","0","0","0"
"2025-01-08 06:46:44","Order #84725551","No","0","0","0","0","0"
"2025-01-08 11:24:29","Order #84725552","No","0","0","0","0","0"
"2025-01-08 15:11:41","Order #84725553","No","0","0","0","0","0"
"2025-01-08 16:32:38","Order #84725554","No","0","0","0","0","0"
"2025-01-08 22:32:07","Order #84725555","No","0","0","0","0","0"
"2025-01-09 02:09:38","Order #84725556","No","0","0","0","0","0"
"2025-01-09 03:37:48","Order #84725557","No","0","0","0","0","0"
"2025-01-09 08:25:31","Order #84725558","No","0","0","0","0","0"
"2025-01-09 15:38:42","Order #84725559","No","0","0","0","0","0"
"2025-01-10 04:38:09","Order #84725560","No","0","0","0","0","0"
"2025-01-10 20:50:15","Order #84725561","No","0","0","0","0","0"
"2025-01-11 09:36:05","Order #84725562","No","0","0","0","0","0"
"2025-01-11 17:29:44","Order #84725563","No","0","0","0","0","0"
"2025-01-11 19:20:07","Order #84725564","No","0","0","0","0","0"
"2025-01-11 23:47:12","Order #84725565","No","0","0","0","0","0"
"2025-01-12 07:19:14","Order #84725566","No","0","0","0","0","0"
"2025-01-13 06:43:21","Order #84725567","No","0","0","0","0","0"
"2025-01-13 11:33:55","Order #84725568","No","0","0","0","0","0"
"2025-01-13 20:50:51","Order #84725569","No","0","0","0","0","0"
"2025-01-13 22:42:16","Order #84725570","No","0","0","0","0","0"
"2025-01-14 11:39:49","Order #84725571","No","0","0","0","0","0"
"2025-01-15 01:08:36","Order #84725572","No","0","0","0","0","0"
"2025-01-15 01:10:06","Order #84725573","No","0","0","0","0","0"
"2025-01-15 17:15:34","Order #84725574","No","0","0","0","0","0"
"2025-01-15 21:34:59","Order #84725575","No","0","0","0","0","0"
"2025-01-15 22:26:01","Order #84725576","No","0","0","0","0","0"
"2025-01-16 17:06:54","Order #84725577","No","0","0","0","0","0"
"2025-01-16 17:14:22","Order #84725578","No","0","0","0","0","0"
"2025-01-16 21:29:04","Order #84725579","No","0","0","0","0","0"
"2025-01-16 21:38:50","Order #84725580","No","0","0","0","0","0"
"2025-01-17 07:53:27","Order #84725581","No","0","0","0","0","0"
"2025-01-17 09:20:17","Order #84725582","No","0","0","0","0","0"
"2025-01-17 10:09:12","Order #84725583","No","0","0","0","0","0"
"2025-01-17 13:22:47","Order #84725584","No","0","0","0","0","0"
"2025-01-17 20:25:44","Order #84725585","No","0","0","0","0","0"
"2025-01-18 02:13:50","Order #84725586","No","0","0","0","0","0"
"2025-01-19 02:27:21","Order #84725587","No","0","0","0","0","0"
"2025-01-19 16:31:17","Order #84725588","No","0","0","0","0","0"
"2025-01-19 20:43:07","Order #84725589","No","0","0","0","0","0"
"2025-01-19 21:23:07","Order #84725590","No","0","0","0","0","0"
"2025-01-20 16:09:29","Order #84725591","No","0","0","0","0","0"
"2025-01-21 09:37:15","Order #84725592","No","0","0","0","0","0"
"2025-01-21 12:12:43","Order #84725593","No","0","0","0","0","0"
"2025-01-21 13:48:03","Order #84725594","No","0","0","0","0","0"
"2025-01-21 18:39:03","Order #84725595","No","0","0","0","0","0"
"2025-01-22 13:57:04","Order #84725596","No","0","0","0","0","0"
"2025-01-22 19:06:43","Order #84725597","No","0","0","0","0","0"
"2025-01-22 19:49:49","Order #84725598","No","0","0","0","0","0"
"2025-01-22 23:17:13","Order #84725599","No","0","0","0","0","0"
"2025-01-22 23:39:15","Order #84725600","No","0","0","0","0","0"
"2025-01-23 08:11:02","Order #84725601","No","0","0","0","0","0"
"2025-01-23 18:47:24","Order #84725602","No","0","0","0","0","0"
"2025-01-24 01:06:05","Order #84725603","No","0","0","0","0","0"
"2025-01-24 05:44:03","Order #84725604","No","0","0","0","0","0"
"2025-01-24 20:33:56","Order #84725605","No","0","0","0","0","0"
"2025-01-25 10:53:18","Order #84725606","No","0","0","0","0","0"
"2025-01-25 15:58:24","Order #84725607","No","0","0","0","0","0"
"2025-01-25 21:06:20","Order #84725608","No","0","0","0","0","0"
"2025-01-25 21:29:35","Order #84725609","No","0","0","0","0","0"
"2025-01-26 14:53:32","Order #84725610","No","0","0","0","0","0"
"2025-01-26 17:50:18","Order #84725611","No","0","0","0","0","0"
"2025-01-27 09:17:44","Order #84725612","No","0","0","0","0","0"
"2025-01-27 14:52:45","Order #84725613","No","0","0","0","0","0"
"2025-01-27 14:55:27","Order #84725614","No","0","0","0","0","0"
"2025-01-27 18:36:51","Order #84725615","No","0","0","0","0","0"
"2025-01-28 10:02:07","Order #84725616","No","0","0","0","0","0"
"2025-01-28 20:28:33","Order #84725617","No","0","0","0","0","0"
"2025-01-28 20:57:12","Order #84725618","No","0","0","0","0","0"
"2025-01-29 18:54:26","Order #84725619","No","0","0","0","0","0"
"2025-01-29 21:36:24","Order #84725620","No","0","0","0","0","0"
"2025-01-30 00:36:06","Order #84725621","No","0","0","0","0","0"
"2025-01-30 08:33:10","Order #84725622","No","0","0","0","0","0"
"2025-01-30 12:24:14","Order #84725623","No","0","0","0","0","0"
"2025-01-30 15:03:42","Order #84725624","No","0","0","0","0","0"
"2025-01-31 08:32:28","Order #84725625","No","0","0","0","0","0"
"2025-02-01 12:41:03","Order #84725626","No","0","0","0","0","0"
"2025-02-01 19:58:20","Order #84725627","No","0","0","0","0","0"
"2025-02-02 19:47:01","Order #84725628","No","0","0","0","0","0"
"2025-02-03 09:24:31","Order #84725629","No","0","0","0","0","0"
"2025-02-03 20:00:05","Order #84725630","No","0","0","0","0","0"
"2025-02-04 10:01:24","Order #84725631","No","0","0","0","0","0"
"2025-02-04 10:16:38","Order #84725632","No","0","0","0","0","0"
"2025-02-04 14:02:47","Order #84725633","No","0","0","0","0","0"
"2025-02-05 12:31:56","Order #84725634","No","0","0","0","0","0"
"2025-02-05 14:22:36","Order #84725635","No","0","0","0","0","0"
"2025-02-05 15:08:57","Order #84725636","No","0","0","0","0","0"
"2025-02-05 15:13:33","Order #84725637","No","0","0","0","0","0"
"2025-02-05 15:47:52","Order #84725638","No","0","0","0","0","0"
"2025-02-05 19:55:30","Order #84725639","No","0","0","0","0","0"
"2025-02-06 06:04:35","Order #84725640","No","0","0","0","0","0"
"2025-02-06 11:56:09","Order #84725641","No","0","0","0","0","0"
"2025-02-06 18:14:26","Order #84725642","No","0","0","0","0","0"
"2025-02-06 21:27:42","Order #84725643","No","0","0","0","0","0"
"2025-02-06 23:15:47","Order #84725644","No","0","0","0","0","0"
"2025-02-06 23:26:50","Order #84725645","No","0","0","0","0","0"
"2025-02-07 00:20:45","Order #84725646","No","0","0","0","0","0"
"2025-02-07 01:26:07","Order #84725647","No","0","0","0","0","0"
"2025-02-07 09:12:15","Order #84725648","No","0","0","0","0","0"
"2025-02-07 10:35:39","Order #84725649","No","0","0","0","0","0"
"2025-02-07 16:22:44","Order #84725650","No","0","0","0","0","0"
"2025-02-07 17:59:31","Order #84725651","No","0","0","0","0","0"
"2025-02-07 19:44:43","Order #84725652","No","0","0","0","0","0"
"2025-02-09 04:03:30","Order #84725653","No","0","0","0","0","0"
"2025-02-09 05:54:53","Order #84725654","No","0","0","0","0","0"
"2025-02-09 10:05:08","Order #84725655","No","0","0","0","0","0"
"2025-02-09 10:06:46","Order #84725656","No","0","0","0","0","0"
"2025-02-09 11:02:19","Order #84725657","No","0","0","0","0","0"
"2025-02-09 15:16:27","Order #84725658","No","0","0","0","0","0"
"2025-02-09 16:21:42","Order #84725659","No","0","0","0","0","0"
"2025-02-10 01:03:32","Order #84725660","No","0","0","0","0","0"
"2025-02-10 09:57:44","Order #84725661","No","0","0","0","0","0"
"2025-02-10 14:48:16","Order #84725662","No","0","0","0","0","0"
"2025-02-10 16:14:47","Order #84725663","No","0","0","0","0","0"
"2025-02-10 18:07:03","Order #84725664","No","0","0","0","0","0"
"2025-02-11 12:42:23","Order #84725665","No","0","0","0","0","0"
"2025-02-11 14:47:52","Order #84725666","No","0","0","0","0","0"
"2025-02-11 22:24:33","Order #84725667","No","0","0","0","0","0"
"2025-02-12 10:43:14","Order #84725668","No","0","0","0","0","0"
"2025-02-12 17:50:00","Order #84725669","No","0","0","0","0","0"
"2025-02-12 18:12:17","Order #84725670","No","0","0","0","0","0"
"2025-02-13 02:20:15","Order #84725671","No","0","0","0","0","0"
"2025-02-13 08:39:34","Order #84725672","No","0","0","0","0","0"
"2025-02-13 08:41:47","Order #84725673","No","0","0","0","0","0"
"2025-02-13 12:58:57","Order #84725674","No","0","0","0","0","0"
"2025-02-14 04:12:35","Order #84725675","No","0","0","0","0","0"
"2025-02-14 13:59:55","Order #84725676","No","0","0","0","0","0"
